bank_account_key,tdate,description,amount,classification,period_status,transaction_group,transaction_type,vendor,customer,comments,vendor_no_w9,customer_no_w9
104Meadow,2016-02-22,MOBILE DEPOSIT : REF NUMBER :321190053753,52.97,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-02-22,ONLINE TRANSFER REF #IBE5QP5C2N TO BUSINESS CARD COURT FEE,-42.18,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,CourtFee,104Meadow
104Meadow,2016-02-22,ONLINE TRANSFER REF #IBEXX444PT TO BUSINESS CARD TAX FILING,-80,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,MyTaxFIler,104Meadow
104Meadow,2016-02-22,ONLINE TRANSFER TO GUPTA N REF #IBE5QPJ9D2 CHECKING GL INSURANCE 104MV,-89,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,104Meadow,,Insurance,104Meadow
104Meadow,2016-02-29,INTEREST PAYMENT,0.05,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-02-29,CHECK # 1015,-350,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,104Meadow,,W9-TRULO,104Meadow
104Meadow,2016-03-01,eDeposit in Branch/Store 03/01/16 11:42:22 AM 17088 PRESTON RD DALLAS TX 0218,1300,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-03-03,MORTGAGE PYMT - DOVENMUEHL 030216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-03-17,CHECK # 1016,-75,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,CourtFee,104Meadow
104Meadow,2016-03-18,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPEXXD6HFW BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-03-18,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPEXXD6HFW BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2016-03-30,STOP PAYMENT FEE,-31,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,Bank,104Meadow
104Meadow,2016-03-31,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-04-01,ONLINE TRANSFER TO GUPTA P REF #IBEXXHV4YB SAVINGS 104 MEADOWVIEW DRAW Q1 2016,-900,clean,closed,D01-Owner,Owner-Draw,Partnership,104Meadow,,Partnership,104Meadow
104Meadow,2016-04-04,eDeposit in Branch/Store 04/02/16 11:15:51 AM 17088 PRESTON RD DALLAS TX 0218,1300,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-04-04,MORTGAGE PYMT - DOVENMUEHL 040216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-04-11,ONLINE TRANSFER TO GUPTA N REF #IBEN8GJ4QZ CHECKING FENCE MATERIAL LOWES 0329,-224.38,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-04-18,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPE2V7SZZ7 BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-04-18,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPE2V7SZZ7 BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2016-04-29,INTEREST PAYMENT,0.06,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-05-02,MORTGAGE PYMT - DOVENMUEHL 050216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-05-03,eDeposit in Branch/Store 05/03/16 04:12:24 PM 17088 PRESTON RD DALLAS TX 0218,1300,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-05-18,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPE8NMR6JT BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-05-18,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPE8NMR6JT BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2016-05-31,INTEREST PAYMENT,0.07,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-06-03,eDeposit in Branch/Store 06/03/16 01:12:09 PM 17088 PRESTON RD DALLAS TX 0218,1225,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-06-03,MORTGAGE PYMT - DOVENMUEHL 060216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-06-08,MOBILE DEPOSIT : REF NUMBER :109080410947,1395,clean,closed,B01-SecurityDeposit,Security-In,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-06-13,DEPOSITED OR CASHED CHECK # 1018,-150,clean,closed,A01-Income,Exp-Repair,W9-ADCOCK,104Meadow,,W9-ADCOCK,104Meadow
104Meadow,2016-06-20,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPEN9623FJ BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-06-20,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPEN9623FJ BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2016-06-27,eDeposit in Branch/Store 06/25/16 01:55:13 PM 3080 PRESTON RD FRISCO TX 0218,1828,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-06-27,CHECK # 1019,-164,clean,closed,A01-Income,Rev-Rent,GeneralVendor,104Meadow,,Tenant,104Meadow
104Meadow,2016-06-28,PURCHASE AUTHORIZED ON 06/26 SHELL OIL 57545267 MCKINNEY TX S306178860820592 CARD 1775,-20.99,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2016-06-30,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-07-05,MORTGAGE PYMT - DOVENMUEHL 070216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-07-12,CHECK # 1020,-214,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,HVAC,104Meadow
104Meadow,2016-07-18,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPEKDFD2N4 BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-07-18,PURCHASE AUTHORIZED ON 07/17 BATTERIES PLUS #26 PLANO TX S586199703395670 CARD 1775,-13.5,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Batteries,104Meadow
104Meadow,2016-07-18,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPEKDFD2N4 BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2016-07-25,ONLINE TRANSFER TO GUPTA N REF #IBEN9JGFDR CHECKING LOWES 104MV 0626,-12.27,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-07-25,ONLINE TRANSFER TO GUPTA N REF #IBE5S92VBL CHECKING LOWES 104MV 0329,-12.3,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-07-25,ONLINE TRANSFER TO GUPTA N REF #IBE5S92V6W CHECKING LOWES 104MV 09152015,-13.31,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-07-25,ONLINE TRANSFER TO GUPTA N REF #IBEN9JGFPP CHECKING LOWES 104MV 0109,-15.41,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-07-25,ONLINE TRANSFER TO GUPTA N REF #IBEV3MGT6Z CHECKING LOWES 104MV 09152015,-21.54,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-07-25,ONLINE TRANSFER TO GUPTA N REF #IBECLD2DTV CHECKING LOWES 104MV AND 108MV SPLIT 0329,-98.85,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-07-25,ONLINE TRANSFER TO GUPTA N REF #IBEN9JGFDR CHECKING LOWES 104MV 0626,-130,clean,closed,B01-SecurityDeposit,Security-Refund,GeneralVendor,104Meadow,,Tenant,104Meadow
104Meadow,2016-07-27,ONLINE TRANSFER TO GUPTA P REF #IBEKDHPHL2 SAVINGS OWNER DRAW 104 MEADOW VIEW,-1700,clean,closed,D01-Owner,Owner-Draw,Partnership,104Meadow,,Partnership,104Meadow
104Meadow,2016-07-29,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-08-02,MORTGAGE PYMT - DOVENMUEHL 080216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-08-03,CHECK # 1021,-1095,clean,closed,B01-SecurityDeposit,Security-Refund,GeneralVendor,104Meadow,,Tenant,104Meadow
104Meadow,2016-08-05,"ONLINE TRANSFER FROM JPMORGAN CHASE BANK, N CHK XXXXX0314 N. GUPTA REF #F2EXYRWCBV AUGUST RENT",1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-08-18,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPE5SJPW88 BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-08-18,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPE5SJPW88 BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2016-08-25,CHECK # 1022,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,JoplinAC,104Meadow
104Meadow,2016-08-31,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-09-01,eDeposit in Branch/Store 09/01/16 03:23:01 PM 2020 W UNIVERSITY DR MCKINNEY TX,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-09-02,MORTGAGE PYMT - DOVENMUEHL 090216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-09-19,RECURRING TRANSFER FROM MEADOW VIEW HOMES L REF #OPEKF32NPZ BUSINESS CHECKING AUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,150,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowSavings,104Meadow
104Meadow,2016-09-19,RECURRING TRANSFER TO MEADOW VIEW HOMES LLC REF #OPEKF32NPZ BUSINESS MARKET RATE SAVINAUTO DEPOSIT MED CHK TO SAV TO AVOID FEE,-150,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowSavings,104Meadow
104Meadow,2016-09-26,ONLINE TRANSFER TO GUPTA N REF #IBEKF4YWBW CHECKING LOWES 0703,-12.21,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-09-26,ONLINE TRANSFER TO GUPTA N REF #IBE2WVHKH3 CHECKING LOWES 0703,-38.26,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-09-26,ONLINE TRANSFER TO GUPTA N REF #IBEKF4YWL9 CHECKING NEW LOCKS LOWES 0507,-102.77,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,Lowes,104Meadow
104Meadow,2016-09-29,ONLINE TRANSFER TO GUPTA P REF #IBER78Z4HF SAVINGS OWNERS DRAW Q3 104 MEADOW VIEW,-1400,clean,closed,D01-Owner,Owner-Draw,Partnership,104Meadow,,Partnership,104Meadow
104Meadow,2016-09-30,eDeposit in Branch/Store 09/30/16 04:11:40 PM 2020 W UNIVERSITY DR MCKINNEY TX,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-09-30,INTEREST PAYMENT,0.08,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-10-03,MORTGAGE PYMT - DOVENMUEHL 100216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-10-13,ONLINE TRANSFER FROM MEADOW VIEW HOMES LLC REF #IBECM7GZXQ BUSINESS MARKET RATE SAVINGSAVX9473 TO CHK0218 ACCOUNT CONVERSION,3501.65,clean,closed,F01-BankTransfer,Transfer,104Meadow,GeneralCustomer,,104MeadowBalancing,10132016Key
104Meadow,2016-10-13,INTEREST PAYMENT,0.04,clean,closed,A01-Income,Rev-Interest,104Meadow,GeneralCustomer,,104Meadow,Bank
104Meadow,2016-10-13,"OUTSTANDING ITEMS CLOSE, INT W/O FEE",0,clean,closed,B01-SecurityDeposit,Security-In,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-10-13,WITHDRAWAL MADE IN A BRANCH/STORE,-0.04,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,TrialDeposit,104Meadow
104Meadow,2016-10-13,ONLINE TRANSFER TO MEADOW VIEW HOMES LLC REF #IBECM7GZXQ BUSINESS CHECKING SAVX9473 TO CHK0218 ACCOUNT CONVERSION,-3501.65,clean,closed,F01-BankTransfer,Transfer,GeneralVendor,104Meadow,,104MeadowBalancing,10132016Key
104Meadow,2016-10-17,ONLINE TRANSFER REF #IBEKFCF3WN TO BUSINESS CARD INSURANCE 104MVX0218 TO PAGCCX6177 1012,-677,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,104Meadow,,Insurance,104Meadow
104Meadow,2016-11-01,eDeposit in Branch/Store 11/01/16 05:39:43 PM 2020 W UNIVERSITY DR MCKINNEY TX,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-11-03,MORTGAGE PYMT - DOVENMUEHL 110216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-12-01,eDeposit in Branch/Store 12/01/16 04:40:11 PM 2020 W UNIVERSITY DR MCKINNEY TX,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2016-12-05,MORTGAGE PYMT - DOVENMUEHL 120216 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2016-12-14,CHECK # 1024,-3480.81,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,104Meadow,,County,104Meadow
104Meadow,2016-12-14,CHECK # 1025,-3598.18,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,104Meadow,,108MeadowTaxes,12142016Key
104Meadow,2016-12-19,ONLINE TRANSFER FROM MEADOW VIEW HOMES LLC REF #IB033QHNXP BUSINESS CHECKING CHECK 1025 108 MEADOWVIEW PROP TAX 1214,3598.18,clean,closed,A01-Income,Exp-Taxes,104Meadow,108Meadow,,108MeadowTaxes,12142016Key
104Meadow,2016-12-19,ONLINE TRANSFER TO GUPTA P REF #IB033QW7GB SAVINGS 104MV X0218 OWNERS DRAW TO JOINT X1168,-200,clean,closed,D01-Owner,Owner-Draw,Partnership,104Meadow,,Partnership,104Meadow
104Meadow,2016-12-30,eDeposit in Branch/Store 12/30/16 04:47:01 PM 2020 W UNIVERSITY DR MCKINNEY TX,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-01-03,MORTGAGE PYMT - DOVENMUEHL 010217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-01-17,ONLINE TRANSFER REF #IBE8R23MXC TO BUSINESS CARD LIFESTYLE UNLIMITED RENEWAL FEE X2200 1221,-100,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,LifeStyleMembership,104Meadow
104Meadow,2017-02-01,eDeposit in Branch/Store 02/01/17 12:48:52 PM 2020 W UNIVERSITY DR MCKINNEY TX,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-02-02,MORTGAGE PYMT - DOVENMUEHL 020217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-02-08,ONLINE DEP DETAIL & IMAGES - BOB,-3,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,Bank,104Meadow
104Meadow,2017-02-16,ONLINE TRANSFER TO GUPTA N REF #IB036GGWH6 WELLS FARGO PRIME CHECKING GL INSURANCE2017 104MV TO X3334 0104,-82.45,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,104Meadow,,Insurance,104Meadow
104Meadow,2017-03-01,eDeposit in Branch/Store 03/01/17 05:14:35 PM 1775 W ELDORADO PKWY MCKINNEY TX,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-03-03,MORTGAGE PYMT - DOVENMUEHL 030217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-03-31,eDeposit in Branch/Store 03/31/17 06:02:12 PM 1775 W ELDORADO PKWY MCKINNEY TX,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-04-03,MORTGAGE PYMT - DOVENMUEHL 040217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-04-25,CHECK # 1027,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,JoplinAC,104Meadow
104Meadow,2017-04-25,CHECK # 1026,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,JoplinAC,104Meadow
104Meadow,2017-05-01,DEPOSIT MADE IN A BRANCH/STORE #888075964,1395,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-05-02,MORTGAGE PYMT - DOVENMUEHL 050217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-05-11,CHECK # 1028,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,JoplinAC,104Meadow
104Meadow,2017-05-11,CHECK # 1029,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,JoplinAC,104Meadow
104Meadow,2017-05-11,CHECK # 1030,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,JoplinAC,104Meadow
104Meadow,2017-05-22,ONLINE TRANSFER FROM MEADOW VIEW HOMES LLC REF #IB03FX5N4V BUSINESS CHECKING CHECK 1029 104MV ACC 108MV JOPLIN AC 0511,100,clean,closed,A01-Income,Exp-Repair,104Meadow,GeneralCustomer,,104Meadow,JoplinAC
104Meadow,2017-05-22,ONLINE TRANSFER FROM MEADOW VIEW HOMES LLC REF #IB03FX5MYP BUSINESS CHECKING CHECK 1029 104MV ACC 116MV JOPLIN AC 0511,100,clean,closed,A01-Income,Exp-Repair,104Meadow,GeneralCustomer,,104Meadow,JoplinAC
104Meadow,2017-05-22,ONLINE TRANSFER FROM MEADOW VIEW HOMES LLC REF #IB03FX5KXM BUSINESS CHECKING CHECK 1027 JOPLIN AIR COND 0417,100,clean,closed,A01-Income,Exp-Repair,104Meadow,GeneralCustomer,,104Meadow,JoplinAC
104Meadow,2017-05-23,"ONLINE TRANSFER FROM JPMORGAN CHASE BANK, NATIONAL ASSOCIATION CHK XXXXX5618 N. GUPTA REF #F203FX5M5W CHECK 1030 104MV ACC WAGON2 JOPLIN AC 0511",100,clean,closed,A01-Income,Exp-Repair,104Meadow,GeneralCustomer,,104Meadow,JoplinAC
104Meadow,2017-05-30,DEPOSIT MADE IN A BRANCH/STORE #894305395,1450,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-06-05,MORTGAGE PYMT - DOVENMUEHL 060217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-06-19,ONLINE TRANSFER REF #IBEY2WB5DY TO BUSINESS CARD TAX SVS FEE 104MVX0218 TO PAGCCX3675 0530,-241,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,MyTaxFiler,104Meadow
104Meadow,2017-06-30,DEPOSIT MADE IN A BRANCH/STORE #897288176,1450,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-07-03,MORTGAGE PYMT - DOVENMUEHL 070217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-07-31,eDeposit in Branch/Store 07/31/17 10:07:09 AM 13717 SE MILL PLAIN BLVD VANCOUVER WA,1450,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-08-03,MORTGAGE PYMT - DOVENMUEHL 080217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-08-10,ONLINE TRANSFER TO GUPTA N REF #IB03NF8VL4 WELLS FARGO PRIME CHECKING SPLIT EXP BUSINESS TRAVEL JULY 2017,-27.26,clean,closed,A01-Income,Exp-Travel,GeneralVendor,104Meadow,,FoodGas,104Meadow
104Meadow,2017-08-30,CHECK # 1031,-168.15,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,104Meadow,,ResoluteTaxServices,104Meadow
104Meadow,2017-09-01,DEPOSIT MADE IN A BRANCH/STORE #901682383,1450,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-09-05,MORTGAGE PYMT - DOVENMUEHL 090217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-09-05,CHECK # 1032,-835,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,Moody Construction,MoodyConstruction,104Meadow
104Meadow,2017-09-18,DEPOSITED OR CASHED CHECK # 1034,-50,clean,closed,A01-Income,Exp-Cleaning,GeneralVendor,104Meadow,,FidenciaGarcia,104Meadow
104Meadow,2017-10-02,ATM CASH DEPOSIT ON 09/30 CAMERON CROSSING MCKINNEY TX 0001622 ATM ID 9882C CARD 1043,1450,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-10-02,MORTGAGE PYMT - DOVENMUEHL 100217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-10-30,ONLINE TRANSFER REF #IBE8RW2HCY TO BUSINESS CARD 104MV TO PAGCC AM MOD INSURANCE 1023,-859,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,104Meadow,,Insurance,104Meadow
104Meadow,2017-11-01,eDeposit in Branch/Store 11/01/17 01:20:48 PM 2020 W UNIVERSITY DR MCKINNEY TX 0218,1450,clean,closed,A01-Income,Rev-Rent,104Meadow,GeneralCustomer,,104Meadow,Tenant
104Meadow,2017-11-03,MORTGAGE PYMT - DOVENMUEHL 110217 1432064721 MEADOW VIEW HOMES LLC,-496.61,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,104Meadow,,Lender,104Meadow
104Meadow,2017-11-08,ONLINE TRANSFER TO MEADOW VIEW HOMES LLC REF #IB03XK68PV BUSINESS CHECKING SECURITY DEPOSIT 108 MV TO SD ACCTX3314,-1395,clean,closed,B01-SecurityDeposit,Security-In,MeadowSecurity,104Meadow,,Tenant,104Meadow
104Meadow,2017-11-16,CHECK # 1035,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,RepairWork,104Meadow
104Meadow,2017-11-20,CHECK # 1037,-150,clean,closed,A01-Income,Exp-Repair,GeneralVendor,104Meadow,,RepairWork,104Meadow
